goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,2,0.13929371535778046,73,AMC,Genoa,Torino,5,1,2015-05-11,4798,2014,56949,0.03475263714790344,0,1,0,0.13929371535778046,0.73720383644104,0.7024511694908142
0,2,0.14933574199676514,90,FW,Roma,Genoa,2,0,2015-05-03,4781,2014,57048,0.039340030401945114,0,1,0,0.14933574199676514,0.21105636656284332,0.022380590438842773
1,6,0.6548759341239929,85,FW,AC Milan,Genoa,1,3,2015-04-29,4878,2014,55904,0.7574279308319092,1,2,1,0.6548759341239929,1.6400394439697266,0.22773563861846924
0,0,0,90,FW,Palermo,Genoa,2,1,2015-04-19,4856,2014,54733,0.0430457629263401,0,1,0,0,0.1320195347070694,0.088973768055439
1,5,0.9186224341392517,90,FW,Genoa,Cagliari,2,0,2015-04-11,4840,2014,54050,0.32987454533576965,0,3,1,0.9186224341392517,1.57064688205719,0.5409868955612183
0,0,0,13,Sub,Genoa,Udinese,1,1,2015-04-04,4834,2014,53997,0.01697969250380993,0,1,0,0,0.01697969250380993,0
0,2,0.06034515053033829,47,FWL,Juventus,Genoa,1,0,2015-03-22,4912,2014,54651,0,0,0,0,0.06034515053033829,0.1205098107457161,0.06016465649008751
0,1,0.039799951016902924,71,FW,Genoa,Chievo,0,2,2015-03-15,4901,2014,53966,0,0,0,0,0.039799951016902924,0.1426788866519928,0.10287894308567047
1,3,0.38319170475006104,82,FWR,Empoli,Genoa,1,1,2015-03-08,4893,2014,53560,0.04244483262300491,0,1,1,0.38319170475006104,0.4114067256450653,0.02525007352232933
0,2,0.10906794667243958,81,FWL,Sampdoria,Genoa,1,1,2015-02-24,4955,2014,53310,0.5821945667266846,1,1,0,0.10906794667243958,0.7328287363052368,0.04156623035669327
2,4,0.9017388820648193,76,FWL,Genoa,Verona,5,2,2015-02-15,4941,2014,52712,0,0,0,2,0.9017388820648193,0.9017388820648193,0.10539676249027252
0,4,0.2915085554122925,75,FWL,Lazio,Genoa,0,1,2015-02-09,4935,2014,52449,0.34019598364830017,0,1,0,0.2915085554122925,0.4984511733055115,0
0,2,0.11027227342128754,74,FWL,Genoa,Fiorentina,1,1,2015-01-31,4997,2014,52131,0.517238199710846,0,1,0,0.11027227342128754,0.6471706032752991,0.019660161808133125
0,2,0.05789056792855263,36,Sub,Napoli,Genoa,2,1,2015-01-26,4996,2014,51897,0,0,0,0,0.05789056792855263,0.05789056792855263,0.032098229974508286
0,0,0,11,Sub,AC Milan,Atalanta,0,1,2015-01-18,4980,2014,51411,0.061119306832551956,0,1,0,0,0,0
0,2,0.11658121645450592,49,FWR,Torino,AC Milan,1,1,2015-01-10,4968,2014,51032,0,0,0,0,0.11658121645450592,0.0649079903960228,0
0,1,0.09529556334018707,11,Sub,Genoa,AC Milan,1,0,2014-12-07,5005,2014,50231,0,0,0,0,0.09529556334018707,0,0
0,0,0,4,Sub,Parma,AC Milan,4,5,2014-09-14,5117,2014,47024,0,0,0,0,0,0,0
0,1,0.1002034991979599,7,Sub,AC Milan,Lazio,3,1,2014-08-31,5152,2014,46619,0,0,0,0,0.1002034991979599,0.1002034991979599,0
