match_id,date,player_id,player,home_team,away_team,is_home,season,month,day,hour,week_day,position,target
9577,2018-08-18,1328,Stefano Sorrentino,Chievo,Juventus,1,2018,8,18,19,5,GK,0.0
9577,2018-08-18,1435,Nenad Tomovic,Chievo,Juventus,1,2018,8,18,19,5,DR,0.0
9577,2018-08-18,1180,Luca Rossettini,Chievo,Juventus,1,2018,8,18,19,5,DC,0.0
9577,2018-08-18,6212,Mattia Bani,Chievo,Juventus,1,2018,8,18,19,5,DC,0.0
9577,2018-08-18,1329,Fabrizio Cacciatore,Chievo,Juventus,1,2018,8,18,19,5,DL,0.0
9577,2018-08-18,1335,Nicola Rigoni,Chievo,Juventus,1,2018,8,18,19,5,MC,0.0
9577,2018-08-18,1341,Ivan Radovanovic,Chievo,Juventus,1,2018,8,18,19,5,MC,0.0
9577,2018-08-18,1334,Perparim Hetemaj,Chievo,Juventus,1,2018,8,18,19,5,MC,0.0
9577,2018-08-18,1624,Fabio Depaoli,Chievo,Juventus,1,2018,8,18,19,5,FWR,0.0
9577,2018-08-18,5718,Mariusz Stepinski,Chievo,Juventus,1,2018,8,18,19,5,FW,3.0
9577,2018-08-18,1033,Emanuele Giaccherini,Chievo,Juventus,1,2018,8,18,19,5,FWL,4.0
9577,2018-08-18,1213,Filip Djordjevic,Chievo,Juventus,1,2018,8,18,19,5,Sub,0.0
9577,2018-08-18,1244,Wojciech Szczesny,Chievo,Juventus,0,2018,8,18,19,5,GK,0.0
9577,2018-08-18,2379,João Cancelo,Chievo,Juventus,0,2018,8,18,19,5,DR,0.0
9577,2018-08-18,1287,Leonardo Bonucci,Chievo,Juventus,0,2018,8,18,19,5,DC,0.0
9577,2018-08-18,1576,Giorgio Chiellini,Chievo,Juventus,0,2018,8,18,19,5,DC,1.0
9577,2018-08-18,1289,Alex Sandro,Chievo,Juventus,0,2018,8,18,19,5,DL,1.0
9577,2018-08-18,1290,Miralem Pjanic,Chievo,Juventus,0,2018,8,18,19,5,DMC,0.0
9577,2018-08-18,1292,Sami Khedira,Chievo,Juventus,0,2018,8,18,19,5,DMC,3.0
9577,2018-08-18,1089,Juan Cuadrado,Chievo,Juventus,0,2018,8,18,19,5,AMR,0.0
9577,2018-08-18,1294,Paulo Dybala,Chievo,Juventus,0,2018,8,18,19,5,AMC,0.0
9577,2018-08-18,393,Douglas Costa,Chievo,Juventus,0,2018,8,18,19,5,AML,0.0
9577,2018-08-18,2371,Cristiano Ronaldo,Chievo,Juventus,0,2018,8,18,19,5,FW,0.0
9577,2018-08-18,1424,Federico Bernardeschi,Chievo,Juventus,0,2018,8,18,19,5,Sub,3.0
9577,2018-08-18,1295,Mario Mandzukic,Chievo,Juventus,0,2018,8,18,19,5,Sub,0.0
9578,2018-08-18,1214,Thomas Strakosha,Lazio,Napoli,1,2018,8,18,21,5,GK,0.0
9578,2018-08-18,1542,Stefan Radu,Lazio,Napoli,1,2018,8,18,21,5,DC,0.0
9578,2018-08-18,6177,Luiz Felipe,Lazio,Napoli,1,2018,8,18,21,5,DC,0.0
9578,2018-08-18,1463,Francesco Acerbi,Lazio,Napoli,1,2018,8,18,21,5,DC,1.0
9578,2018-08-18,6176,Adam Marusic,Lazio,Napoli,1,2018,8,18,21,5,DMR,0.0
9578,2018-08-18,1942,Martín Cáceres,Lazio,Napoli,1,2018,8,18,21,5,DML,0.0
9578,2018-08-18,1430,Milan Badelj,Lazio,Napoli,1,2018,8,18,21,5,MC,0.0
9578,2018-08-18,1207,Marco Parolo,Lazio,Napoli,1,2018,8,18,21,5,MC,0.0
9578,2018-08-18,1543,Sergej Milinkovic-Savic,Lazio,Napoli,1,2018,8,18,21,5,MC,0.0
9578,2018-08-18,1209,Ciro Immobile,Lazio,Napoli,1,2018,8,18,21,5,FW,3.0
9578,2018-08-18,1219,Luis Alberto,Lazio,Napoli,1,2018,8,18,21,5,FW,0.0
9578,2018-08-18,1809,Joaquín Correa,Lazio,Napoli,1,2018,8,18,21,5,Sub,0.0
9578,2018-08-18,1595,Bastos,Lazio,Napoli,1,2018,8,18,21,5,Sub,0.0
9578,2018-08-18,1138,Orestis Karnezis,Lazio,Napoli,0,2018,8,18,21,5,GK,0.0
9578,2018-08-18,1375,Elseid Hysaj,Lazio,Napoli,0,2018,8,18,21,5,DR,0.0
9578,2018-08-18,1376,Kalidou Koulibaly,Lazio,Napoli,0,2018,8,18,21,5,DC,0.0
9578,2018-08-18,1588,Raúl Albiol,Lazio,Napoli,0,2018,8,18,21,5,DC,0.0
